"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","39","Обновить все поля задачи PUT /todos/{id} full (200)","chromium","Wed Apr 30 11:28:30 GMT 2025","passed","Wed Apr 30 11:28:30 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","5026","Создание новой статьи","chromium","Wed Apr 30 11:28:44 GMT 2025","broken","Wed Apr 30 11:28:49 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","40","Получить задачу по id GET /todos/{id} (200)","chromium","Wed Apr 30 11:28:29 GMT 2025","passed","Wed Apr 30 11:28:29 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","86","Получить токен авторизации GET /challenger (200)","chromium","Wed Apr 30 11:28:29 GMT 2025","passed","Wed Apr 30 11:28:29 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","37","Отфильтровать задачу по статусу GET /todos (200) ?filter","chromium","Wed Apr 30 11:28:29 GMT 2025","passed","Wed Apr 30 11:28:30 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","40","Получить список задач GET /todos (200)","chromium","Wed Apr 30 11:28:29 GMT 2025","passed","Wed Apr 30 11:28:29 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","48","Создать новую задачу POST /todos (201)","chromium","Wed Apr 30 11:28:29 GMT 2025","passed","Wed Apr 30 11:28:29 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","71","Обновить описание задачи по id POST /todos/{id} (200)","chromium","Wed Apr 30 11:28:30 GMT 2025","passed","Wed Apr 30 11:28:30 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","5021","Публикация коментария к статье","chromium","Wed Apr 30 11:29:02 GMT 2025","broken","Wed Apr 30 11:29:07 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","701","Изменить имя пользователя","chromium","Wed Apr 30 11:28:32 GMT 2025","passed","Wed Apr 30 11:28:32 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","35","Удалить задачу по id DELETE /todos/{id} (200)","chromium","Wed Apr 30 11:28:30 GMT 2025","passed","Wed Apr 30 11:28:30 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","749","Зарегистрировать нового пользователя","chromium","Wed Apr 30 11:28:30 GMT 2025","passed","Wed Apr 30 11:28:30 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","878","Сменить пароль пользователя","chromium","Wed Apr 30 11:28:31 GMT 2025","passed","Wed Apr 30 11:28:32 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
