"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22","Удалить задачу по id DELETE /todos/{id} (200)","chromium","Fri May 02 11:31:19 GMT 2025","passed","Fri May 02 11:31:19 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","36","Отфильтровать задачу по статусу GET /todos (200) ?filter","chromium","Fri May 02 11:31:19 GMT 2025","passed","Fri May 02 11:31:19 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","666","Изменить имя пользователя","chromium","Fri May 02 11:31:23 GMT 2025","passed","Fri May 02 11:31:24 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","96","Получить токен авторизации GET /challenger (200)","chromium","Fri May 02 11:31:19 GMT 2025","passed","Fri May 02 11:31:19 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","25","Получить список задач GET /todos (200)","chromium","Fri May 02 11:31:19 GMT 2025","passed","Fri May 02 11:31:19 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","50021","Создание новой статьи","chromium","Fri May 02 11:33:06 GMT 2025","broken","Fri May 02 11:33:56 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","42","Обновить описание задачи по id POST /todos/{id} (200)","chromium","Fri May 02 11:31:19 GMT 2025","passed","Fri May 02 11:31:19 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","30","Обновить все поля задачи PUT /todos/{id} full (200)","chromium","Fri May 02 11:31:19 GMT 2025","passed","Fri May 02 11:31:19 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","843","Зарегистрировать нового пользователя","chromium","Fri May 02 11:31:19 GMT 2025","passed","Fri May 02 11:31:20 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","877","Сменить пароль пользователя","chromium","Fri May 02 11:31:23 GMT 2025","passed","Fri May 02 11:31:23 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","31","Создать новую задачу POST /todos (201)","chromium","Fri May 02 11:31:19 GMT 2025","passed","Fri May 02 11:31:19 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","50020","Публикация коментария к статье","chromium","Fri May 02 11:35:39 GMT 2025","broken","Fri May 02 11:36:29 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","25","Получить задачу по id GET /todos/{id} (200)","chromium","Fri May 02 11:31:19 GMT 2025","passed","Fri May 02 11:31:19 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
