"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1795","Зарегистрировать нового пользователя","chromium","Wed Apr 30 11:00:17 GMT 2025","passed","Wed Apr 30 11:00:19 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","1978","Создание новой статьи","chromium","Wed Apr 30 11:00:22 GMT 2025","passed","Wed Apr 30 11:00:24 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","229","Обновить описание задачи по id POST /todos/{id} (200)","chromium","Wed Apr 30 11:00:17 GMT 2025","passed","Wed Apr 30 11:00:17 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","241","Отфильтровать задачу по статусу GET /todos (200) ?filter","chromium","Wed Apr 30 11:00:16 GMT 2025","passed","Wed Apr 30 11:00:16 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","239","Создать новую задачу POST /todos (201)","chromium","Wed Apr 30 11:00:16 GMT 2025","passed","Wed Apr 30 11:00:16 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","235","Обновить все поля задачи PUT /todos/{id} full (200)","chromium","Wed Apr 30 11:00:17 GMT 2025","passed","Wed Apr 30 11:00:17 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","2046","Публикация коментария к статье","chromium","Wed Apr 30 11:00:24 GMT 2025","passed","Wed Apr 30 11:00:26 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","237","Получить задачу по id GET /todos/{id} (200)","chromium","Wed Apr 30 11:00:16 GMT 2025","passed","Wed Apr 30 11:00:16 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","229","Получить список задач GET /todos (200)","chromium","Wed Apr 30 11:00:16 GMT 2025","passed","Wed Apr 30 11:00:16 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","1397","Сменить пароль пользователя","chromium","Wed Apr 30 11:00:19 GMT 2025","passed","Wed Apr 30 11:00:21 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","230","Удалить задачу по id DELETE /todos/{id} (200)","chromium","Wed Apr 30 11:00:17 GMT 2025","passed","Wed Apr 30 11:00:17 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","347","Получить токен авторизации GET /challenger (200)","chromium","Wed Apr 30 11:00:15 GMT 2025","passed","Wed Apr 30 11:00:16 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","1198","Изменить имя пользователя","chromium","Wed Apr 30 11:00:21 GMT 2025","passed","Wed Apr 30 11:00:22 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
