"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","228","Удалить задачу по id DELETE /todos/{id} (200)","chromium","Wed Apr 30 10:46:39 GMT 2025","passed","Wed Apr 30 10:46:40 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","242","Получить список задач GET /todos (200)","chromium","Wed Apr 30 10:46:38 GMT 2025","passed","Wed Apr 30 10:46:38 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","2008","Создание новой статьи","chromium","Wed Apr 30 10:46:45 GMT 2025","passed","Wed Apr 30 10:46:47 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","232","Обновить все поля задачи PUT /todos/{id} full (200)","chromium","Wed Apr 30 10:46:39 GMT 2025","passed","Wed Apr 30 10:46:39 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","231","Обновить описание задачи по id POST /todos/{id} (200)","chromium","Wed Apr 30 10:46:39 GMT 2025","passed","Wed Apr 30 10:46:39 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","1179","Изменить имя пользователя","chromium","Wed Apr 30 10:46:44 GMT 2025","passed","Wed Apr 30 10:46:45 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","229","Получить задачу по id GET /todos/{id} (200)","chromium","Wed Apr 30 10:46:38 GMT 2025","passed","Wed Apr 30 10:46:39 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","1800","Публикация коментария к статье","chromium","Wed Apr 30 10:46:47 GMT 2025","passed","Wed Apr 30 10:46:49 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","1475","Зарегистрировать нового пользователя","chromium","Wed Apr 30 10:46:40 GMT 2025","passed","Wed Apr 30 10:46:41 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","1450","Сменить пароль пользователя","chromium","Wed Apr 30 10:46:43 GMT 2025","passed","Wed Apr 30 10:46:44 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","243","Отфильтровать задачу по статусу GET /todos (200) ?filter","chromium","Wed Apr 30 10:46:39 GMT 2025","passed","Wed Apr 30 10:46:39 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","260","Создать новую задачу POST /todos (201)","chromium","Wed Apr 30 10:46:38 GMT 2025","passed","Wed Apr 30 10:46:38 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","342","Получить токен авторизации GET /challenger (200)","chromium","Wed Apr 30 10:46:38 GMT 2025","passed","Wed Apr 30 10:46:38 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
