"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1393","Сменить пароль пользователя","chromium","Wed Apr 30 12:44:26 GMT 2025","passed","Wed Apr 30 12:44:27 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","2082","Публикация коментария к статье","chromium","Wed Apr 30 12:44:30 GMT 2025","passed","Wed Apr 30 12:44:32 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","238","Обновить все поля задачи PUT /todos/{id} full (200)","chromium","Wed Apr 30 12:44:18 GMT 2025","passed","Wed Apr 30 12:44:18 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","343","Получить токен авторизации GET /challenger (200)","chromium","Wed Apr 30 12:44:16 GMT 2025","passed","Wed Apr 30 12:44:17 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","240","Получить задачу по id GET /todos/{id} (200)","chromium","Wed Apr 30 12:44:17 GMT 2025","passed","Wed Apr 30 12:44:17 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","233","Создать новую задачу POST /todos (201)","chromium","Wed Apr 30 12:44:17 GMT 2025","passed","Wed Apr 30 12:44:17 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","1216","Изменить имя пользователя","chromium","Wed Apr 30 12:44:27 GMT 2025","passed","Wed Apr 30 12:44:28 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","228","Отфильтровать задачу по статусу GET /todos (200) ?filter","chromium","Wed Apr 30 12:44:17 GMT 2025","passed","Wed Apr 30 12:44:18 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","224","Удалить задачу по id DELETE /todos/{id} (200)","chromium","Wed Apr 30 12:44:18 GMT 2025","passed","Wed Apr 30 12:44:18 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","1845","Зарегистрировать нового пользователя","chromium","Wed Apr 30 12:44:18 GMT 2025","passed","Wed Apr 30 12:44:20 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","1961","Создание новой статьи","chromium","Wed Apr 30 12:44:28 GMT 2025","passed","Wed Apr 30 12:44:30 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","231","Получить список задач GET /todos (200)","chromium","Wed Apr 30 12:44:17 GMT 2025","passed","Wed Apr 30 12:44:17 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","229","Обновить описание задачи по id POST /todos/{id} (200)","chromium","Wed Apr 30 12:44:18 GMT 2025","passed","Wed Apr 30 12:44:18 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
