"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","127","Удалить задачу по id DELETE /todos/{id} (200)","chromium","Tue Apr 29 18:13:15 GMT 2025","passed","Tue Apr 29 18:13:15 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","135","Обновить описание задачи по id POST /todos/{id} (200)","chromium","Tue Apr 29 18:13:14 GMT 2025","passed","Tue Apr 29 18:13:15 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","918","Изменить имя пользователя","chromium","Tue Apr 29 18:13:17 GMT 2025","passed","Tue Apr 29 18:13:18 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","134","Получить задачу по id GET /todos/{id} (200)","chromium","Tue Apr 29 18:13:14 GMT 2025","passed","Tue Apr 29 18:13:14 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","197","Получить список задач GET /todos (200)","chromium","Tue Apr 29 18:13:14 GMT 2025","passed","Tue Apr 29 18:13:14 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","232","Получить токен авторизации GET /challenger (200)","chromium","Tue Apr 29 18:13:14 GMT 2025","passed","Tue Apr 29 18:13:14 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","140","Отфильтровать задачу по статусу GET /todos (200) ?filter","chromium","Tue Apr 29 18:13:14 GMT 2025","passed","Tue Apr 29 18:13:14 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","134","Обновить все поля задачи PUT /todos/{id} full (200)","chromium","Tue Apr 29 18:13:15 GMT 2025","passed","Tue Apr 29 18:13:15 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","1107","Сменить пароль пользователя","chromium","Tue Apr 29 18:13:16 GMT 2025","passed","Tue Apr 29 18:13:17 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","142","Создать новую задачу POST /todos (201)","chromium","Tue Apr 29 18:13:14 GMT 2025","passed","Tue Apr 29 18:13:14 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","5017","Публикация коментария к статье","chromium","Tue Apr 29 18:13:48 GMT 2025","broken","Tue Apr 29 18:13:53 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","892","Зарегистрировать нового пользователя","chromium","Tue Apr 29 18:13:15 GMT 2025","passed","Tue Apr 29 18:13:16 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","5019","Создание новой статьи","chromium","Tue Apr 29 18:13:30 GMT 2025","broken","Tue Apr 29 18:13:35 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
