"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5021","Создание новой статьи","chromium","Thu May 01 17:40:32 GMT 2025","broken","Thu May 01 17:40:37 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","70","Удалить задачу по id DELETE /todos/{id} (200)","chromium","Thu May 01 17:40:18 GMT 2025","passed","Thu May 01 17:40:18 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","86","Обновить описание задачи по id POST /todos/{id} (200)","chromium","Thu May 01 17:40:17 GMT 2025","passed","Thu May 01 17:40:17 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","806","Зарегистрировать нового пользователя","chromium","Thu May 01 17:40:18 GMT 2025","passed","Thu May 01 17:40:18 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","148","Получить токен авторизации GET /challenger (200)","chromium","Thu May 01 17:40:17 GMT 2025","passed","Thu May 01 17:40:17 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","95","Получить задачу по id GET /todos/{id} (200)","chromium","Thu May 01 17:40:17 GMT 2025","passed","Thu May 01 17:40:17 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","5018","Публикация коментария к статье","chromium","Thu May 01 17:40:50 GMT 2025","broken","Thu May 01 17:40:55 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","71","Обновить все поля задачи PUT /todos/{id} full (200)","chromium","Thu May 01 17:40:17 GMT 2025","passed","Thu May 01 17:40:18 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","802","Изменить имя пользователя","chromium","Thu May 01 17:40:20 GMT 2025","passed","Thu May 01 17:40:20 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","74","Получить список задач GET /todos (200)","chromium","Thu May 01 17:40:17 GMT 2025","passed","Thu May 01 17:40:17 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","103","Создать новую задачу POST /todos (201)","chromium","Thu May 01 17:40:17 GMT 2025","passed","Thu May 01 17:40:17 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","108","Отфильтровать задачу по статусу GET /todos (200) ?filter","chromium","Thu May 01 17:40:17 GMT 2025","passed","Thu May 01 17:40:17 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","954","Сменить пароль пользователя","chromium","Thu May 01 17:40:19 GMT 2025","passed","Thu May 01 17:40:20 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
