"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","48","Обновить описание задачи по id POST /todos/{id} (200)","chromium","Thu May 01 17:21:24 GMT 2025","passed","Thu May 01 17:21:24 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","656","Изменить имя пользователя","chromium","Thu May 01 17:21:32 GMT 2025","passed","Thu May 01 17:21:33 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","42","Получить список задач GET /todos (200)","chromium","Thu May 01 17:21:23 GMT 2025","passed","Thu May 01 17:21:23 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","50","Создать новую задачу POST /todos (201)","chromium","Thu May 01 17:21:23 GMT 2025","passed","Thu May 01 17:21:23 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","41","Получить задачу по id GET /todos/{id} (200)","chromium","Thu May 01 17:21:23 GMT 2025","passed","Thu May 01 17:21:24 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","89","Получить токен авторизации GET /challenger (200)","chromium","Thu May 01 17:21:23 GMT 2025","passed","Thu May 01 17:21:23 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","1163","Сменить пароль пользователя","chromium","Thu May 01 17:21:31 GMT 2025","passed","Thu May 01 17:21:32 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","42","Отфильтровать задачу по статусу GET /todos (200) ?filter","chromium","Thu May 01 17:21:24 GMT 2025","passed","Thu May 01 17:21:24 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","32","Удалить задачу по id DELETE /todos/{id} (200)","chromium","Thu May 01 17:21:24 GMT 2025","passed","Thu May 01 17:21:24 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","937","Зарегистрировать нового пользователя","chromium","Thu May 01 17:21:24 GMT 2025","passed","Thu May 01 17:21:25 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","44","Обновить все поля задачи PUT /todos/{id} full (200)","chromium","Thu May 01 17:21:24 GMT 2025","passed","Thu May 01 17:21:24 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","5019","Создание новой статьи","chromium","Thu May 01 17:21:45 GMT 2025","broken","Thu May 01 17:21:50 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","5018","Публикация коментария к статье","chromium","Thu May 01 17:22:03 GMT 2025","broken","Thu May 01 17:22:08 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
