"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5022","Создание новой статьи","chromium","Wed Apr 30 12:23:08 GMT 2025","broken","Wed Apr 30 12:23:13 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","29","Обновить описание задачи по id POST /todos/{id} (200)","chromium","Wed Apr 30 12:22:35 GMT 2025","passed","Wed Apr 30 12:22:35 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","40","Создать новую задачу POST /todos (201)","chromium","Wed Apr 30 12:22:35 GMT 2025","passed","Wed Apr 30 12:22:35 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","26","Обновить все поля задачи PUT /todos/{id} full (200)","chromium","Wed Apr 30 12:22:35 GMT 2025","passed","Wed Apr 30 12:22:35 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","5019","Публикация коментария к статье","chromium","Wed Apr 30 12:23:26 GMT 2025","broken","Wed Apr 30 12:23:31 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","30","Получить список задач GET /todos (200)","chromium","Wed Apr 30 12:22:35 GMT 2025","passed","Wed Apr 30 12:22:35 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","102","Получить токен авторизации GET /challenger (200)","chromium","Wed Apr 30 12:22:34 GMT 2025","passed","Wed Apr 30 12:22:35 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","664","Изменить имя пользователя","chromium","Wed Apr 30 12:22:56 GMT 2025","passed","Wed Apr 30 12:22:56 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","33","Отфильтровать задачу по статусу GET /todos (200) ?filter","chromium","Wed Apr 30 12:22:35 GMT 2025","passed","Wed Apr 30 12:22:35 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","1345","Зарегистрировать нового пользователя","chromium","Wed Apr 30 12:22:35 GMT 2025","passed","Wed Apr 30 12:22:36 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","23","Удалить задачу по id DELETE /todos/{id} (200)","chromium","Wed Apr 30 12:22:35 GMT 2025","passed","Wed Apr 30 12:22:35 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","857","Сменить пароль пользователя","chromium","Wed Apr 30 12:22:55 GMT 2025","passed","Wed Apr 30 12:22:55 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","21","Получить задачу по id GET /todos/{id} (200)","chromium","Wed Apr 30 12:22:35 GMT 2025","passed","Wed Apr 30 12:22:35 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
