"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1046","Сменить пароль пользователя","chromium","Wed Apr 30 11:49:05 GMT 2025","passed","Wed Apr 30 11:49:06 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","135","Обновить все поля задачи PUT /todos/{id} full (200)","chromium","Wed Apr 30 11:49:03 GMT 2025","passed","Wed Apr 30 11:49:03 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","5020","Публикация коментария к статье","chromium","Wed Apr 30 11:49:37 GMT 2025","broken","Wed Apr 30 11:49:42 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","1387","Зарегистрировать нового пользователя","chromium","Wed Apr 30 11:49:03 GMT 2025","passed","Wed Apr 30 11:49:05 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","5024","Создание новой статьи","chromium","Wed Apr 30 11:49:19 GMT 2025","broken","Wed Apr 30 11:49:24 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","766","Изменить имя пользователя","chromium","Wed Apr 30 11:49:06 GMT 2025","passed","Wed Apr 30 11:49:07 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","93","Отфильтровать задачу по статусу GET /todos (200) ?filter","chromium","Wed Apr 30 11:49:03 GMT 2025","passed","Wed Apr 30 11:49:03 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","108","Создать новую задачу POST /todos (201)","chromium","Wed Apr 30 11:49:03 GMT 2025","passed","Wed Apr 30 11:49:03 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","147","Получить токен авторизации GET /challenger (200)","chromium","Wed Apr 30 11:49:02 GMT 2025","passed","Wed Apr 30 11:49:03 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","72","Обновить описание задачи по id POST /todos/{id} (200)","chromium","Wed Apr 30 11:49:03 GMT 2025","passed","Wed Apr 30 11:49:03 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","94","Получить список задач GET /todos (200)","chromium","Wed Apr 30 11:49:03 GMT 2025","passed","Wed Apr 30 11:49:03 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","90","Получить задачу по id GET /todos/{id} (200)","chromium","Wed Apr 30 11:49:03 GMT 2025","passed","Wed Apr 30 11:49:03 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","63","Удалить задачу по id DELETE /todos/{id} (200)","chromium","Wed Apr 30 11:49:03 GMT 2025","passed","Wed Apr 30 11:49:03 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
