"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","47","Получить список задач GET /todos (200)","chromium","Thu May 01 16:36:45 GMT 2025","passed","Thu May 01 16:36:46 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","5019","Публикация коментария к статье","chromium","Thu May 01 16:37:19 GMT 2025","broken","Thu May 01 16:37:24 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","43","Отфильтровать задачу по статусу GET /todos (200) ?filter","chromium","Thu May 01 16:36:46 GMT 2025","passed","Thu May 01 16:36:46 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","915","Изменить имя пользователя","chromium","Thu May 01 16:36:48 GMT 2025","passed","Thu May 01 16:36:49 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","176","Получить токен авторизации GET /challenger (200)","chromium","Thu May 01 16:36:45 GMT 2025","passed","Thu May 01 16:36:45 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","41","Обновить все поля задачи PUT /todos/{id} full (200)","chromium","Thu May 01 16:36:46 GMT 2025","passed","Thu May 01 16:36:46 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","48","Создать новую задачу POST /todos (201)","chromium","Thu May 01 16:36:45 GMT 2025","passed","Thu May 01 16:36:45 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","48","Получить задачу по id GET /todos/{id} (200)","chromium","Thu May 01 16:36:46 GMT 2025","passed","Thu May 01 16:36:46 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","710","Зарегистрировать нового пользователя","chromium","Thu May 01 16:36:46 GMT 2025","passed","Thu May 01 16:36:47 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","1331","Сменить пароль пользователя","chromium","Thu May 01 16:36:47 GMT 2025","passed","Thu May 01 16:36:48 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","46","Удалить задачу по id DELETE /todos/{id} (200)","chromium","Thu May 01 16:36:46 GMT 2025","passed","Thu May 01 16:36:46 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","5021","Создание новой статьи","chromium","Thu May 01 16:37:01 GMT 2025","broken","Thu May 01 16:37:06 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","47","Обновить описание задачи по id POST /todos/{id} (200)","chromium","Thu May 01 16:36:46 GMT 2025","passed","Thu May 01 16:36:46 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
