"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1211","Сменить пароль пользователя","chromium","Tue Apr 29 18:52:11 GMT 2025","passed","Tue Apr 29 18:52:13 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","28","Получить задачу по id GET /todos/{id} (200)","chromium","Tue Apr 29 18:52:04 GMT 2025","passed","Tue Apr 29 18:52:04 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","31","Отфильтровать задачу по статусу GET /todos (200) ?filter","chromium","Tue Apr 29 18:52:05 GMT 2025","passed","Tue Apr 29 18:52:05 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","5021","Публикация коментария к статье","chromium","Tue Apr 29 18:52:43 GMT 2025","broken","Tue Apr 29 18:52:48 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","680","Зарегистрировать нового пользователя","chromium","Tue Apr 29 18:52:05 GMT 2025","passed","Tue Apr 29 18:52:05 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","33","Удалить задачу по id DELETE /todos/{id} (200)","chromium","Tue Apr 29 18:52:05 GMT 2025","passed","Tue Apr 29 18:52:05 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","32","Создать новую задачу POST /todos (201)","chromium","Tue Apr 29 18:52:04 GMT 2025","passed","Tue Apr 29 18:52:04 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","27","Обновить описание задачи по id POST /todos/{id} (200)","chromium","Tue Apr 29 18:52:05 GMT 2025","passed","Tue Apr 29 18:52:05 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","27","Обновить все поля задачи PUT /todos/{id} full (200)","chromium","Tue Apr 29 18:52:05 GMT 2025","passed","Tue Apr 29 18:52:05 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","76","Получить токен авторизации GET /challenger (200)","chromium","Tue Apr 29 18:52:04 GMT 2025","passed","Tue Apr 29 18:52:04 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","5024","Создание новой статьи","chromium","Tue Apr 29 18:52:25 GMT 2025","broken","Tue Apr 29 18:52:30 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","31","Получить список задач GET /todos (200)","chromium","Tue Apr 29 18:52:04 GMT 2025","passed","Tue Apr 29 18:52:04 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","598","Изменить имя пользователя","chromium","Tue Apr 29 18:52:13 GMT 2025","passed","Tue Apr 29 18:52:13 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
