"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","134","Обновить все поля задачи PUT /todos/{id} full (200)","chromium","Tue Apr 29 18:47:28 GMT 2025","passed","Tue Apr 29 18:47:29 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","50","Создать новую задачу POST /todos (201)","chromium","Tue Apr 29 18:47:28 GMT 2025","passed","Tue Apr 29 18:47:28 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","5018","Сменить пароль пользователя","chromium","Tue Apr 29 18:47:41 GMT 2025","broken","Tue Apr 29 18:47:46 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","5019","Публикация коментария к статье","chromium","Tue Apr 29 18:48:18 GMT 2025","broken","Tue Apr 29 18:48:23 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","34","Получить список задач GET /todos (200)","chromium","Tue Apr 29 18:47:28 GMT 2025","passed","Tue Apr 29 18:47:28 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","732","Изменить имя пользователя","chromium","Tue Apr 29 18:47:47 GMT 2025","passed","Tue Apr 29 18:47:48 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","21","Получить задачу по id GET /todos/{id} (200)","chromium","Tue Apr 29 18:47:28 GMT 2025","passed","Tue Apr 29 18:47:28 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","5019","Создание новой статьи","chromium","Tue Apr 29 18:48:00 GMT 2025","broken","Tue Apr 29 18:48:05 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","25","Обновить описание задачи по id POST /todos/{id} (200)","chromium","Tue Apr 29 18:47:28 GMT 2025","passed","Tue Apr 29 18:47:28 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","19","Удалить задачу по id DELETE /todos/{id} (200)","chromium","Tue Apr 29 18:47:29 GMT 2025","passed","Tue Apr 29 18:47:29 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","30","Отфильтровать задачу по статусу GET /todos (200) ?filter","chromium","Tue Apr 29 18:47:28 GMT 2025","passed","Tue Apr 29 18:47:28 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","626","Зарегистрировать нового пользователя","chromium","Tue Apr 29 18:47:29 GMT 2025","passed","Tue Apr 29 18:47:29 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","73","Получить токен авторизации GET /challenger (200)","chromium","Tue Apr 29 18:47:28 GMT 2025","passed","Tue Apr 29 18:47:28 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
