"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","39","Создать новую задачу POST /todos (201)","chromium","Fri May 02 10:34:41 GMT 2025","passed","Fri May 02 10:34:41 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","46","Обновить все поля задачи PUT /todos/{id} full (200)","chromium","Fri May 02 10:34:41 GMT 2025","passed","Fri May 02 10:34:41 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","970","Сменить пароль пользователя","chromium","Fri May 02 10:34:54 GMT 2025","passed","Fri May 02 10:34:55 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","32","Отфильтровать задачу по статусу GET /todos (200) ?filter","chromium","Fri May 02 10:34:41 GMT 2025","passed","Fri May 02 10:34:41 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","19","Удалить задачу по id DELETE /todos/{id} (200)","chromium","Fri May 02 10:34:41 GMT 2025","passed","Fri May 02 10:34:41 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","25","Получить задачу по id GET /todos/{id} (200)","chromium","Fri May 02 10:34:41 GMT 2025","passed","Fri May 02 10:34:41 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","75","Получить токен авторизации GET /challenger (200)","chromium","Fri May 02 10:34:40 GMT 2025","passed","Fri May 02 10:34:41 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","801","Зарегистрировать нового пользователя","chromium","Fri May 02 10:34:41 GMT 2025","passed","Fri May 02 10:34:42 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","5021","Публикация коментария к статье","chromium","Fri May 02 10:35:26 GMT 2025","broken","Fri May 02 10:35:31 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","5019","Создание новой статьи","chromium","Fri May 02 10:35:08 GMT 2025","broken","Fri May 02 10:35:13 GMT 2025","Статьи","ui_tests/pageObject.spec.js","",""
"","111","Получить список задач GET /todos (200)","chromium","Fri May 02 10:34:41 GMT 2025","passed","Fri May 02 10:34:41 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
"","714","Изменить имя пользователя","chromium","Fri May 02 10:34:55 GMT 2025","passed","Fri May 02 10:34:56 GMT 2025","Настройки","ui_tests/pageObject.spec.js","",""
"","27","Обновить описание задачи по id POST /todos/{id} (200)","chromium","Fri May 02 10:34:41 GMT 2025","passed","Fri May 02 10:34:41 GMT 2025","API-тесты для работы с задачами","api_tests/api.spec.js","",""
